title	text
ឱងឡោង	<p>(ម. ព. អូងឡូង) ។ អោងឡោង</p>
ឱង្កា	<p>(ម. ព. អង្កា) ។</p>
ឱច្ចាសន៍	<p>(ម. ព. ឧច្ចាសនៈ ឬ ឧច្ចាសន៍ ក្នុង​ពាក្យ ឧច្ច និង អាសនៈ) ។</p>
ឱជ	<p>សំ.; បា. (ន.) (ឱជស៑; ឱជា) អ្វី​ៗ​ដែល​បង្កើត​កម្លាំង, គ្រឿង​បង្កើត​កម្លាំង, ជំនួយ​កម្លាំង គឺ​រស​ដែល​នាំ​ឲ្យ​មាន​កម្លាំង, រស​ឆ្ងាញ់; ជី​ជាតិ; កម្លាំង​កាយ ឬ​ទឹក​កម្លាំង​ក្នុង​ខ្លួន: ឱជ​ដី រស​ជាតិ​ដី (សរសេរ​ជា ឱជៈ ក៏​បាន) ។ អែម​ឱជ ឱជៈ​ផ្អែម ។ (ព. កា.): ចំណី​អែម​ឱជ អ្នក​ផង​បាមោជ្ជ ចាប់​ចិត្ត​រាល់​គ្នា ដោយសារ​អ្នក​ធ្វើ គេ​បាន​សិក្សា រៀន​ក្នុង​សាលា មាន​គ្រូ​ជំនាញ ។ នារី​នានា គួ​ររៀន​វិជ្ជា មេ​ផ្ទះ​កុំ​គ្រាញ កុំ​ក្រាញ​ខ្ជិល​រៀន អៀន​ប្រៀន​ទូញ​ទាញ ខ្លៅ​ពេក​រែង​លាញ កេរ្តិ៍​ឈ្មោះ​មេ​ផ្ទះ ។ ទោះ​បី​ខ្លួន​ធ
ឱដ្ឋជ	<p>អោត-ឋៈជៈ បា.; សំ. (ន.) (ឱដ្ឋជ; ឱឞ្ឋ្យ) អក្សរ​ដែល​មាន​សូរ​សំឡេង​កើត​ត្រង់​រឹម​បបូរ​មាត់ គឺ​មាន​សូរ​រះ​បបូរ​មាត់​ចេញ​មក, មាន ៧ តួ​គឺ ឧឩ, ប​ផ​ព​ភ​ម; រួម ប៉, ប៊ និង ហ្វ ត្រង់​ដែល​មាន​សូរ​សំឡេង​ជា F ដូច​ជា ហ្វឹក, ហ្វូង នេះ​ផង​ជា ១០ តួ (អក្សរ វ ជា ទន្តោដ្ឋជៈ មាន​សំឡេង​កើត​ត្រង់​ប្រទល់​ធ្មេញ​និង​រឹម​បបូ​រមាត់) ។ ឱដ្ឋជៈ សូរបបូរមាត់, labial, labiale សូរព្យញ្ជនៈ ដែលមានទីបន្លឺនៅបបូរមាត់គឺបបូរមាត់លើនិងបបូរមាត់ក្រោមប៉ះគ្នា។ ព្យញ្ជនៈសូរបបូរមាត់មាន: [p], [b], [m]...។</p>
ឱត	<p>(កិ.) ស្រែក​ពេញ​សំឡេង ឬ​ស្រែក​ឮ​គ្រលួច​ម្តង​ៗ: ឱត​ពេញ​សំឡេង, ខំ​ឱត​ឲ្យ​ឮ​ខ្លាំង (ម. ព. អូត ផង) ។ គុ. ដែល​ចេញ​សូរ​ឱត: សំឡេង​ឱត ។ ឱត​ភ័ន្ត ឱត​ឲ្យ​ភ័ន្ត, ឱត​បំភាន់, ឱត​បំភ្លៃ: សំឡេង​មាន​ឱត​ភ័ន្ត សំឡេង​មាន​ខ្ពស់​មាន​ទាប​តាម​ទំនង​បទ (ចំពោះ​តែ​ការ​សូត្រ​បទ​ឬ​ច្រៀង​និង​ភ្លេង​តន្រ្តី) ។ សម្ដី​មាន​ឱត​ភ័ន្ត សម្ដី​មាន​របៀប​បែប​បទ​ត្រឹម​ត្រូវ, សម្ដី​មិន​ឆ្គង ។ មាន​ឱត​មាន​ភ័ន្ត មាន​បែប​មាន​យ៉ាង, មាន​តិច​ៗ​ស្មើ​ៗ​ឮ​ខ្លាំង​ៗ (ចំពោះ​តែ​វាចា): សម្ដី​មាន​ឱត​មាន​ភ័ន្ត, និយាយ​មាន​ឱត​មាន​ភ័ន្ត គឺ​សម្ដី​ឬ​និយាយ​ស្
ឱត្តប្ប	<p>អោត-ត័ប-ប៉ៈ បា.; សំ. (ន.) (ឱត្តប្ប; ឱត្តាប្យ អ. ថ. អោត-កាប្យ៉ៈ) ការ​ខ្លាច​បាប, ដំណើរ​ខ្លាច​ទុច្ចរិត, ដំណើរ​ខ្លាច​មិន​ហ៊ាន​ធ្វើ​អំពើ​អាក្រក់, សេចក្ដី​តក់​ស្លុត​ជ្រេញ​រអា​ចំពោះ​បាប: មនុស្ស​មាន​ឱត្តប្បៈ (ជា​គូ​គ្នា​នឹង ហិរិ, ច្រើន​តែ​ប្រើ​ជា ហិរិ​ឱត្តប្បៈ ឬ ហិរោត្តប្បៈ “ហិរិ​និង​ឱត្តប្បៈ” ។ ម. ព. ហិរិ និង ទេវ​ធម៌ ទៀត​ផង) ។ ព. កា. ធៀប ហិរិ-ឱត្តប្បៈ និង សតិ- សម្បជញ្ញៈ ដែល​ជា​ពួក​ប័ក្ខ​ជា​មួយ​គ្នា: ហិរិ-ឱត្តប្បៈ ជា​ធម្មៈ​ប្រសើរ​ក្រៃ ជា​ធម៌​តែង​អាស្រ័យ នាំ​ធម៌​ពីរ​ឲ្យ​កើត​បាន ។ ធម៌​នោះ​គឺ​សតិ- សម្បជ
ឱទក	<p>--ទៈកៈ ឬ -ទក់ បា. ឬ សំ. (គុ.) ដែល​រស់​នៅ​ក្នុង​ទឹក: ត្រកួន, កញ្ឆែត... ជា​ដំណាំ​ឱទក ។ ព. កា. រំលឹក​ឲ្យ​ឧស្សាហ៍​ដាំ​ដំណាំ​ឱទក: ដំណាំ​ឱទក ប្រើ​ធ្វើ​អន្លក់ បន្លែ​ក៏​បាន មាន​ស្រះ​ត្រពាំង ខែ​ប្រាំង​គង់​មាន-ទឹក​ដក់​នៅ​បាន-យូរ​ត្រូវ​ដាំ​ទៅ ។ កុំ​ខ្ជិល​ច្រអូស ខ្វះ​ដើរ​ងងូស សុំ​គេ​អ្នក​ក្រៅ សុំ​គេ​ញយ​ពេក អ្នក​មាន​មាត់​ឆៅ គេ​ស្ដី​ប្រដៅ គួរ​ខ្មាស​គេ​ណាស់ ។ ដំណាំ​ឱទក ដាំ​ច្រើន​អាច​លក់ ព្រោះ​កើត​រហ័ស ពុំ​យូរ​ប៉ុន្មាន បាន​ប្រាក់​ច្បាស់​ៗ បាន​ជា​ចាស់​ៗ ហៅ​ទ្រព្យ​ផ្គាប់​ឆ្នាំង ។ បើ​រៀង​ភ្ជាប់​ពី​ខាង​ដើម​សព្ទ​
ឱទ្យាន	<p>ពាក្យ​ប្រើ​ក្លាយ​មក​ពី ឧទ្យាន (ម. ព. នេះ) ។</p>
ឱន	<p>បា. (កិ.) (ឱនម) ទន់​ចុះ, បន្ទន់​ទៅ​មុខ, បន្ទន់​ទៅ​រក: ឱន​កាយ​ថ្វាយ​បង្គំ, ឱន​ក្បាល, មាន​ចិត្ត​ឱន​ទៅ​រក​សុចរិត, ស្រូវ​ឱន, ដើរ​ឱន ។ ព. ទ. បុ. ឱន​ដាក់​គ្រាប់ ការ​ប្រព្រឹត្ត​ឱន​លំទោន​តែង​តែ​មាន​សេចក្ដី​គួរ​គាប់ (ប្រៀប​ដូច​ស្រូវ​ដែល​ឱន​តែង​តែ​មាន​គ្រាប់​ពេញលេញ) ។ ឬ​ថា ឱន​ដាក់​គ្រាប់​ងើយ​ស្កក; មួយ​ទៀត​ថា ងើយ​ស្កក ឱន​ជ្រងក់​ដាក់​គ្រាប់​ ការ​ធ្វើ​​ឫកពា​ក្រអឺតក្រអោង​ឬ​ឆ្លើយ​ៗ តែង​តែ​មាន​សេចក្ដី​ហ្មង​ឆ្គង, ការ​ឱន​លំទោន រមែង​តែ​បាន​សេចក្ដី​គាប់​ប្រសើរ ។ ឱន​ក្រាប ឱន​ៗ​ក្រាប​ៗ ។ ឱន​ថយ (ម. ព. អូន​ថយ ក្នុង​
ឱប	<p>(កិ.) យក​ដៃ​ទាំង​ពីរ​ព័ទ្ធ​រួប​ចូល​ដិត​ដល់​ទ្រូង; ដេក​គង​ដៃ​ម្ខាង​ទៅ​លើ​អ្វី​ៗ ទាញ​រឹត​ចូល​ដិត​ដល់​ទ្រូង: ឈរ​ឱប​សសរ, ដេក​ឱប​បង្វេច ។ រ. ស. ថា ទ្រង់​ព្រះ​អាលិង្គនៈ (ទ្រង់​ឱប) ។ ឱប​ក្បាល​ជង្គង់ យក​ដៃ​ទាំង​ពីរ​រួប​ព័ទ្ធ​រឹត​ក្បាល​ជង្គង់​របស់​ខ្លួន: អង្គុយ​ឱប​ក្បាល​ជង្គង់ ។ ឱប​ក្រសោប (ព. ប្រ.) គ្រប់គ្រង​រក្សា​ទុក: យក​មនុស្ស​ខូច​មក​ឱប​ក្រសោប​ទុក​ឲ្យ​នៅ​ក្នុង​ផ្ទះ ។ ឱប​គំរង់ (ព. ប្រ.) មិន​លះ​អំពើ​អាក្រក់​ចោល; រាប់​រក​កាន់​ជើង​មនុស្ស​អាក្រក់ ។ ឱប​ដៃ យក​ដៃ​ទាំង​ពីរ​រួប​គ្នា​ផ្ទាប់​នឹង​ទ្រូង​របស់​ខ្លួ
ឱបក្កមិកាពាធ	<p>--បុ័ក-កៈមិ-- បា.; សំ. (ន.) (ឳបក្រមិក + អាពាធ) ជំងឺ​ដែល​កើត​អំពី​អ្នក​ដទៃ​ប្រហារ (មាន​វាយ, កាប់, ចាក់​ជាដើម), ជំងឺ​របួស, ជំងឺ​ត្រូវ​របួស ។</p>
ឱបបាតិក	<p>(ម. ព. ឧបបាតិក) ។</p>
ឱបម្មសំសន្ទនា	<p>--បុ័ម-ម៉ៈ ស័ង-សន-ទៈនា បា. (ន.) ការ​ផ្ទៀងផ្ទាត់​ដោយ​ប្រៀប​ធៀប, ការ​ផ្ទៀង​តម្រូវ​ដោយ​ល្អិត​ល្អ: ធ្វើ​ឱបម្មសំ​សន្ទនា, សៀវភៅ​មាន​ឱបម្មសំ​សន្ទនា ។(ព. កា.): ឱបម្មសំ-សន្ទនា ជា​ភារ​កិច្ច​ដ៏​សំខាន់ ដែល​កម្ម​ការី​ត្រូវ​ប្រកាន់ ប្រយ័ត្ន​ក្រែង​ភ័ន្ត​មាន​កំហុស ។</p>
ឱភាស	<p>(បា.; សំ.) (ន.) (អវភាស) ពន្លឺ: ឱភាស​ព្រះ​អាទិត្យ ពន្លឺ​ព្រះ​អាទិត្យ (ហៅ សុរិយោភាស ក៏​បាន); ឱភាស​ព្រះ​ចន្រ្ទ ពន្លឺ​ព្រះ​ចន្រ្ទ (ហៅ ចន្ទោភាស ក៏​បាន) ។ សេចក្ដី​ពន្យល់​ឲ្យ​ភ្លឺ, ការ​ឲ្យ​ន័យ​ឬ​ឲ្យ​ទំនង, ការ​សម្តែង​អាការ​កិរិយា​ឲ្យ​ដឹង​ច្បាស់: ធ្វើ​ឱភាស​ឲ្យ​យល់​ការណ៍ ។ ឱភាស​និមិត្ត ឬ--សញ្ញា (--សៈ--) គ្រឿង​បំភ្លឺ​ឲ្យ​យល់, ការ​ឲ្យ​ន័យ​បំភ្លឺ​ឲ្យ​យល់: ធ្វើ​ឱភាស​និមិត្ត ។ (បា.; សំ.) (កិ.) (អវភាស “ភ្លឺ​ច្បាស់; បំភ្លឺ; ពន្យល់”) បង្គាប់​បញ្ជា, ត្រួតត្រា: ឧភាស​លើ... ត្រួតត្រា​លើ... ។ ឱភាស​មន្រ្តី មន្រ្តី​រ
ឱម!	<p>សំ. (ន. ឬ ឧ.) (ឱម៑) ពាក្យ​សង្ខេប​ជា​បទ​សន្ធិ​នៃ​អក្សរ ៣ តួ​គឺ អ ឧ. ម., អ + ឧ &gt; ឱ + ម &gt; ឱម ឬ ឱ្ម; អ. គឺ វិស្ណុ, ឧ. គឺ សិវៈ, ម. គឺ ព្រហ្ម; ជា​ត្រៃ​សរណៈ​របស់​ពួក​ព្រាហ្មណិក សម្រាប់​បញ្ចេញ​វចី​ភេទ​គោរព​ចំពោះ​ទេវតា​ស័ក្តិសិទ្ធិ ៣ អង្គគឺ ព្រះ​វិស្ណុ, ព្រះ​ឥសូរ, ព្រះ​ព្រហ្ម; ប្រើ​រៀង​ក្នុង​ខាង​ដើម​បទ​វេទ, មន្ត និង​សេចក្ដី​សូត្រ​ផ្សេង​ៗ ឬ​ប្រើ​ជា​ពាក្យ​បន្លឺ​សូម​ពរ​សូម​ជ័យ​ស្រី​សួស្ដី ឬ​ក៏​ប្រកាស​ជ័យ​ជម្នះ (ត្រូវ​គ្នា​នឹង​ពាក្យ ជយោ !) ក៏​មាន, ប្រើ​ជា​ពាក្យ​បន្លឺ​ទទួល​អំណរ (ត្រូវ​គ្នា​នឹង​បាក្យ
ឱម​សត្ត	<p>អោ-មៈ-សាត់ ឬ អោ-មៈកៈ សាត់ បា. (ន.) សត្ត​ថោក​ទាប គឺ​ជន​អ្នក​ប្រព្រឹត្ត​អំពើ​អាក្រក់​មាន​ទុច្ចរិត ១០ ជាដើម (ប្រើ​ជា-- សត្វ ក៏​បាន) ។ ព. កា. ថា: ឱមក​សត្ត រែង​មាន​វិបត្តិ ដោយ​ក្តី​រង​ទុក្ខ នេះ​ហើយ​នោះ​ទៀត ចង្អៀត​ឥត​សុខ ពុំ​បាន​ស្រណុក ក្នុង​ថ្ងៃ​ណា​មួយ ។ (វេវ. លាមក​សត្ត ឬ --សត្វ; ព. ផ្ទ. អនោម​សត្ត ឬ អនោមក​សត្ត ឬ​ក៏ --សត្វ) ។ ឱមក​សត្ត</p>
ឱ្យ	<p>(កិ.) ជា​អញ្ញត្រ​សព្ទ ដោយ​អនុវត្ត​តាម​ការ​ពិភាក្សា​ហើយ​សម្រេច​នៃ​គណៈ​កម្ម​ការ​រៀប​រៀង​វចនានុក្រម​ខ្មែរ​គ្រា​ដំបូង​បំផុត​ក្នុង​កាល ព. ស. ២៤៥៩ គ. ស. ១៩១៥ ថា​ត្រូវ​ប្រើ​ជា​ ឱ្យ យ៉ាង​នេះ មិន​យល់​ព្រម​ឲ្យ​ប្រើ​ជា ឱយ ឬ អោយ ឡើយ; មើល​ក្នុង និទាន Introduction ផង) ធ្វើ​អំណោយ គឺ​លះ​អ្វី​ៗ​ដល់​អ្នក​ដទៃ: ឲ្យ​ប្រាក់, ឲ្យ​ស្បៀង, ឲ្យ​ទ្រព្យ​របស់, ឲ្យ​គ្រឿង​ស្លៀក​ពាក់ ។ ប្រើ, បង្គាប់, ញ៉ាំង: ឲ្យ​ធ្វើ, ឲ្យ​រៀន, ឲ្យ​ទៅ, ឲ្យ​មក ។ ឲ្យ​កាន់​ការ ឲ្យ​ទទួល​កាន់​មុខ​ការ ។ ឲ្យ​ការណ៍ ប្រាប់​ដំណើរ​ការណ៍, ប្រាប់​រឿង​ហេតុ:
ឱរស	<p>--រ៉ស់ បា.; សំ. (ន.) (ឳរស) បុត្រ​បង្កើត (កូន​ប្រុស​បង្កើត) ។ ខ្មែរ​ប្រើ​ពាក្យ​នេះ​ចំពោះ​តែ​រាជ​សព្ទ: សម្តេច​ព្រះ​ឱរសាធិរាជ, សម្តេច​ព្រះ​បរម​រាជ​ឱរស, សម្តេច​ព្រះ​រាជ​ឱរស, ព្រះ​រាជ​ឱរស, ព្រះ​ឱរស (ហៅ​តាម​លំដាប់​ថ្នាក់​ខ្ពស់​ទាប) ។ ព. កា. ថា: នាង​ទេវី​ទាំងអស់ ឥត​ឱរស​ដូច​ជា​គ្នា ហេតុ​នេះ​ព្រះ​រាជា ទ្រង់​រំពឹង​ដល់​រដ្ឋា ។ ឥត​ពី​ព្រះ​អង្គ​ទៅ បើ​ឥត​បុត្រ​និង​ធីតា ដូច្នេះ​តើ​នរណា នឹង​គ្រប់គ្រង​រដ្ឋ​ត​ទៅ ។ ជិនោ​រស (ព. ប្រ.) បុត្រ​នៃ​ព្រះ​ជិនស្រី ឬ ពុទ្ធ​ជិនោរស បុត្រ​នៃ​ព្រះ​ពុទ្ធ​ជិនស្រី (សមណ​សក្យ​បុត្
ឱរា	<p>--រ៉ា ម. ព. ឧរា ។</p>
ឱរ៉ុប	<p>បារ. (អឺរ៉ូប៉ឺ Europe) ឈ្មោះ​មហា​ទ្វីប​មួយ ក្នុង​ចំនួន​មហា​ទ្វីប​ទាំង ៥ ក្នុង​មនុស្ស​លោក: ទ្វីប ឱរ៉ុប, ប្រទេស​ឱរ៉ុប (ច្រើន​តែ​ប្រើ​យ៉ាង​នេះ​យូរ​មក​ហើយ ប៉ុន្តែ​តាម​កំណើត​ពាក្យ គួរ​ប្រើ​ជា អឺរ៉ុប ឬ អឺរ៉ូប វិញ​ត្រូវ​ជាង) ។ ជាតិ​មនុស្ស​អ្នក​មាន​ពូជ​កំណើត​នៅ​ក្នុង​ទ្វីប​ឱរ៉ុប​នោះ, បុរស​ហៅ អឺរូប្យាំង (បារ. Européen), ស្ត្រី​ហៅ អឺរ៉ូប្យែន (បារ. Européenne), ប៉ុន្តែ​សាធារណ​ជន​ជាតិ​ខ្មែរ​ច្រើន​តែ​ហៅ​ថា ឱរ៉ុប​ៗ ដូច​គ្នា: ប្រុស​ឱរ៉ុប, ស្រី​ឱរ៉ុប; ជាតិ​ឱរ៉ុប (ម. ព. មហា​ទ្វីប ផង) ។ ឱរ៉ូប</p>
ឱរ៉ៃ	<p>(ម. ព. ឧរ៉ៃ) ។</p>
ឱវាទ	<p>(អោវ៉ាត) (បា.; សំ.) (ន.) (អវ &gt; ឱ; អវវាទ) ដំបូន្មាន, អនុសាសន៍: ឲ្យ​ឱវាទ, ស្ដាប់​ឱវាទ, ។ បើ​រៀង​ភ្ជាប់​ពី​ខាង​ដើម​សព្ទ​ដទៃ អ. ថ. អោវ៉ាទៈ, ដូច​ជា ឱវាទ​ការកៈ ឬឱវាទការី: អ្នក​ធ្វើ​តាម​ឱវាទ (បើ​ស្ត្រី​ជា ឱវាទ​ការិកា ឬឱវាទការិណី) ។ ឱវាទ​ទាន (--វ៉ាត-ទាន): ការ​ឲ្យ​ឱវាទ ។ ឱវាទ​ទាយក (--យក់): អ្នក​ឲ្យ​ឱវាទ (បើ​ស្ត្រី​ជា ឱវាទ​ទាយិកា) ។ ឱវាទប្បដិគ្គាហក (--ទ័ប-ប៉ៈ ដិក-គាហៈកៈ ឬ—ហក់): អ្នក​ទទួល​ឱវាទ, អ្នក​កាន់​តាម​ឱវាទ (បើ​ស្ត្រី​ជា ឱវាទប្បដិគ្គាហិកា) ។ ឱវាទប្បាតិមោក្ខ ឬ ឱវាទ​បាតិមោក្ខ (ព. ពុ.) បាតិមោក្ខ​ជ
ឱវាទ-	<p>(មើល​ក្នុង​ពាក្យ ឱវាទ) ។ ឱវាទា--</p>
ឱសថ	<p>--សត់, តាម​ទម្លាប់​ថា -សុត បា. ;សំ. (ន.) (ឱសថ ឬ ឱសធ; ឱឞធ) ថ្នាំ​រម្ងាប់​រោគ, ថ្នាំ​បំបាត់​រោគ (ពាក្យ​សម្រាប់​ប្រើ​ចំពោះ​ឥស្សរ​ជន): ខ្ញុំ​ប្របាទ​ម្ចាស់​យក​ឱសថ​មក​ជូន​ព្រះ​តេជ​ព្រះ​គុណ ។ រ. ស. ព្រះ​ឱសថ ។ ប្រើ​ជា ឱសធ ឬ ឱសធៈ ក៏​បាន អ. ថ. --សៈថៈ ឬ --សៈធៈ, ដូច​ជា ឱសថ​កម្ម ឬ ឱសធ-- ការ​ធ្វើ​ឬ​ផ្សំ​ថ្នាំ​រម្ងាប់​រោគ ។ ក្រុម​ឱសថ​កម្ម ក្រុម​ពេទ្យ​អ្នក​ផ្សំ​ថ្នាំ​ឬ​អ្នក​ឲ្យ​ថ្នាំ ។ ឱសថ​ការី គ្រូ​ពេទ្យ​អ្នក​ផ្សំ​ឱសថ; អ្នក​ប្រកប​មុខ​របរ​លក់​ឱសថ​ដែល​គេ​ផ្សំ​រួច​ស្រេច​ស្រាប់ (ឥត្ថី. ឱសថ​ការិនី) ។ ឱសថដ្ឋាន (អ
ឱសធ-	<p>(មើល​ក្នុង​ពាក្យ ឱសថ) ។ ឱសធៈ</p>
ឱសានវាទ	<p>--ន៉ៈវាត បា. (ន.) (&lt; ឱសាន + វាទ) ពាក្យ​សម្ដី​ក្រោយ​បង្អស់; ការ​ដាក់​កំហិត​ក្រោយ​បំផុត, ខ​សន្យា​ជា​ដាច់​ខាត​ចុង​ក្រោយ​បង្អស់, សេចក្ដី​ស្នើ​យ៉ាង​ច្បាស់​លាស់ និង​យ៉ាង​ម៉ឺងម៉ាត់​ក្រោយ​បំផុត​របស់​រដ្ឋ​ណា​មួយ ដែល​ផ្ញើ​ដាក់​កំហិត​ដល់​រដ្ឋ​មួយ​ទៀត​ថា បើ​មិន​យល់​ព្រម​ទទួល​តាម​សេចក្ដី​ស្នើ​របស់​ខ្លួន​ទេ ខ្លួន​នឹង​ធ្វើ​យ៉ាង​នេះ​ឬ​យ៉ាង​នោះ ឬ​ក៏​អាច​នឹង​បណ្ដាល​ឲ្យ​កើត​មាន​សង្រ្គាម​នឹង​គ្នា​ក៏​សឹង​មាន: ផ្ញើ​ឱសាន​វាទ, បាន​ឆ្លើយ​តប​នឹង​ឱសាន​វាទ​របស់​បក្ស​ពួក​ម្ខាង ។</p>
ឱសាហ៍	<p>(ម. ព. ឧស្សាហៈ ឬ ឧស្សាហ៍) ។</p>
ឱស្ឋ	<p>អោស សំ.; បា. (ន.) (ឱឞ្ឋ; ឱដ្ឋ) រឹម​បបូរ​មាត់, បបូរ​មាត់ ។ ខ្មែរ​ប្រើ​ថា “មាត់”; ប្រើ​ជា រ. ស. ព្រះ​ឱស្ឋ ។ នួន​ព្រះ​ឱស្ឋ ក្រមួន​មាត់ ។ មួយ​ព្រះ​ឱស្ឋ មួយ​ម៉ាត់ ។ លាន់​ព្រះ​ឱស្ឋ លាន់​មាត់ ។ល។</p>
ឱស្រព	<p>--ស្រប់ សំ.; បា. (ន.) (ឧត្សវ; ឧស្សវ) ល្បែង​របាំ, របាំ​យ៉ាង​តូច (ម. ព. មហោស្រព ទៀត​ផង) ។</p>
ឱហាត	<p>(កិ.) សង្វាត​ជានិច្ច, សម្ភី: ឱហាត​រៀន, ឱហាត​ធ្វើ​ការ ។ គុ. ដែល​មាន​សេចក្ដី​សង្វាត​ជានិច្ច, ដែល​សម្ភី: មនុស្ស​ឱហាត (ព. កា.): រី​មនុស្ស​ឱហាត សម្ភី​សង្វាត ព្យាយាម​មាំមួន កាន់​ការ​អ្វី​ៗ កាន់​យ៉ាង​ខ្ជាប់ខ្ជួន រមែង​ញ៉ាំង​ខ្លួន ឲ្យ​មាន​ទ្រព្យ​ធន ។ ឬ​មួយ​បែប​ថា: ហៃ​បុត្រ​ធីតា រី​ឯ​ប្រាជ្ញា ពុំ​មែន​កើត​ឯង លុះ​តែ​ឱហាត រៀន​សូត្រ​ជាក់​ស្តែង ទើប​ខ្លួន​យើង​ឯង ប្រទះ​ប្រាជ្ញា ។ ដូង​ទុំ​មាន​ប្រេង ដាក់​ចោល​លេង​ៗ ឥត​ស្ល​ឲ្យ​វា បញ្ចេញ​ប្រេង​ឲ្យ បាន​ប្រេង​ពី​ណា រី​ឯ​ប្រាជ្ញា ក៏​ដូច្នោះ​ដែរ ។</p>
ឱឡារិក	<p>បា.; សំ. (គុ.) (ឱឌារិក) គ្រោត​ៗ, គ្រោតគ្រាត; ច្បាស់លាស់ ។ ព. ផ្ទ. សុខុម ។ ធំដុំ, យ៉ាង​ធំ, ហ៊ឹកហ៊ាក់: ធ្វើ​បុណ្យ​ខណ្ឌសីមា​ដ៏​ឱឡារិក​អធិកអធម (ម. ព. ឧឡារ ផង) ។ ឱឡារិក​រូប រូប​គ្រោតគ្រាត; រូប​ដែល​ច្បាស់លាស់ (ព. ផ្ទ. សុខុម​រូប) ។</p>
ឱឡិគល្ល	<p>អោឡិគាល់ បា. (ន.) ប្រឡាយ​បង្ហូរ​ទឹក​សម្អុយ ឬ​រណ្ដៅ​ទឹក​សម្អុយ: ក្នុង​ក្រុង​ធំ​ៗ ត្រូវ​តែ​មាន​ឱឡិគល្ល កុំ​ឲ្យ​មាន​ការ​ស្មោកគ្រោក ។ សម្រាប់​ប្រើ​ក្នុង​កាព្យ, ដូច​ជា ក្រុង​ធំ​ត្រូវ​មាន​ឧឡិគល្ល ទើប​គ្មាន​កង្វល់​ដោយ​ស្មោកគ្រោក បើ​គ្មាន​ច្រើន​តែ​មាន​មេ​រោគ កំចោក​ពួក​ជន​ឲ្យ​ឈឺ​ចាប់ ។ ទោះបី​ក្រុង​តូច​ៗ​ក៏​ដោយ បើ​ធ្លោយ​ពុំ​មាន​ត្រូវ​ប្រញាប់ ខ្នះខ្នែង​ធ្វើ​ភ្លាម​ឲ្យ​បាន​ឆាប់ កុំ​ឲ្យ​រោគ​ចាប់​ឆ្លង​រាល​ដាល ។</p>
ឱះ!	<p>(ម. ព. អុះ ! ឬ អុ៎ះ !) ។ អោ៎ះ ! ឱះឱ ! អោ៎ះអោ៎ !</p>
ឳ!	<p>(ឧ.) ពាក្យ​ស្រែក​ពន្យុះ, ញុះ, បញ្ឈឺ​ចិត្ត, បញ្ជោរ​ចិត្ត, បង្ខំ​ឲ្យ​ដាល់, ឲ្យ​វាយ, ឲ្យ​ដេញ​ខាំ​ជាដើម: អៅ​ៗ ! (ម. ព. បង្អៅ) ។ ឳ នេះ​គឺ​តួ ឱ និង វ ជា ឱវ (អៅ), ខ្មែរ​អ្នក​អក្សរ​សាស្រ្ត​ក្នុង​សម័យ​បុរាណ​ព្រេង​នាយ សរសេរ​ជា ឳ ដោយ​យក​អក្សរ វ ដាក់​ភ្ជាប់​ពី​ខាង​ចុង ឱ ជា​តួ​ប្រកប​ស្រេច​តែ​ម្តង​ដូច ឧ៊ (ឧក), ឳ (អុវ ឬ អូវ), ឱ្យ (ឱយ) នោះ​ដែរ; ដោយ​ហេតុ​នេះ យើង​ត្រូវ​ទុក​ឲ្យ​នៅ ពុំ​គួរ​កែ​ប្រែ​ឡើយ, វៀរ​លែង​តែ​ ឧ៊ មួយ​នេះ​ដ្បិត​ធ្លាប់​ប្រើ​ជា ឧក យូរ​ដែរ​ហើយ ។ ម. ព. ឧកញ៉ា និង ឳ ទៀត​ផង ។ អៅ !</p>
ឳទក	<p>(ម. ព. ឱទក) ។</p>
អុំ	<p>(កិ.) ចាប់​ចង្អេរ​ដែល​ដាក់​គ្រាប់​ស្រូវ​ជាដើម​ដោយ​ដៃ​ទាំង​ពីរ​លើក​ដាក់​ៗ ដូច​គេ​ចាប់​ជះ ដើម្បី​ឲ្យ​ហើរ​សំដី​ស្រូវ​ជាដើម: អុំ​ស្រូវ, អុំ​គ្រាប់​សណ្តែក​បាយ ។ ចាប់​ច្រវា​ចូក​ទឹក​តាម​ទំនង​បែប​បទ​ឲ្យ​លឿន: អុំ​ទូក ។</p>
អុំត្រុំ	<p>(កិ. វិ. ឬ គុ.) ដែល​ចេះ​តែ​សំកុកសម្កុល​ឬ​សម្ងំ​នៅ​ក្នុង​បន្ទប់​ងងឹត​ជាដើម: អង្គុយ​អុំត្រុំ​ក្នុង​បន្ទប់; កិរិយា​អុំត្រុំ ។</p>
អុំ​ទូក	<p>(ន.) ឈ្មោះ​បទ​ឬ​ទំនុក​ច្រៀង​មួយ​មេ​មាន​ចេញ​ពាក្យ​ថា អុំ​ទូក តាម​ថ្នាក់​ម្តង​ៗ: បទ​អុំ​ទូក ឬ ទំនុក​អុំ​ទូក ។ ឈ្មោះ​ភ្លេង​មាន​ទំនង​លំនាំ​ជា​បទ​អុំ​អូក: ភ្លេង​អុំ​ទូក ។</p>
